,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,browser,browserSize,browserVersion,deviceCategory,flashVersion,isMobile,language,mobileDeviceBranding,mobileDeviceInfo,mobileDeviceMarketingName,mobileDeviceModel,mobileInputSelector,operatingSystem,operatingSystemVersion,screenColors,screenResolution,city,cityId,continent,country,latitude,longitude,metro,networkDomain,networkLocation,region,subContinent,bounces,hits,newVisits,pageviews,transactionRevenue,visits,adContent,adwordsClickInfo.adNetworkType,adwordsClickInfo.criteriaParameters,adwordsClickInfo.gclId,adwordsClickInfo.isVideoAd,adwordsClickInfo.page,adwordsClickInfo.slot,campaign,isTrueDirect,keyword,medium,referralPath,source,campaignCode
96187,Referral,20160816,94073617799666175,094073617799666175_1471380803,Not Socially Engaged,1471380803,1,2016-08-16 20:53:23,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,23,1,17,34790000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
96215,Referral,20160816,972804312875582831,972804312875582831_1471389221,Not Socially Engaged,1471389221,6,2016-08-16 23:13:41,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,26,,20,156060000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96225,Direct,20160816,303295591639486135,303295591639486135_1471372293,Not Socially Engaged,1471372293,1,2016-08-16 18:31:33,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,27,1,23,97810000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
96231,Referral,20160816,8882815059081298260,8882815059081298260_1471357082,Not Socially Engaged,1471357082,2,2016-08-16 14:18:02,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Austin,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Austin TX,(not set),not available in demo dataset,Texas,Northern America,,28,,25,60350000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
96242,Organic Search,20160816,6494770218013686289,6494770218013686289_1471392163,Not Socially Engaged,1471392163,1,2016-08-17 00:02:43,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Houston,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Houston TX,comcast.net,not available in demo dataset,Texas,Northern America,,30,1,22,135010000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
96247,Referral,20160816,7247422069602042968,7247422069602042968_1471380569,Not Socially Engaged,1471380569,4,2016-08-16 20:49:29,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,30,,25,22600000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96257,Referral,20160816,84834161383601528,0084834161383601528_1471383103,Not Socially Engaged,1471383103,5,2016-08-16 21:31:43,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Seattle,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Seattle-Tacoma WA,(not set),not available in demo dataset,Washington,Northern America,,32,,27,40480000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
96261,Organic Search,20160816,6476783278979674523,6476783278979674523_1471394130,Not Socially Engaged,1471394130,2,2016-08-17 00:35:30,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Maracaibo,not available in demo dataset,Americas,Venezuela,not available in demo dataset,not available in demo dataset,(not set),cantv.net,not available in demo dataset,Zulia,South America,,32,,20,27890000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
96265,Referral,20160816,7253029414128792018,7253029414128792018_1471358936,Not Socially Engaged,1471358936,2,2016-08-16 14:48:56,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,verizon.net,not available in demo dataset,New York,Northern America,,33,,24,74410000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96271,Referral,20160816,686296766200627569,0686296766200627569_1471358737,Not Socially Engaged,1471358737,5,2016-08-16 14:45:37,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Ann Arbor,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Detroit MI,(not set),not available in demo dataset,Michigan,Northern America,,34,,28,58930000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
